fold,vol_id,page,y_hat_prob0,y_hat_prob1,y_hat_prob2
0,coo.31924073896007,1,0.42142033111042615,0.5478609548741155,0.030718714015458434
0,coo.31924073896007,2,0.68,0.29,0.03
0,coo.31924073896007,3,0.545,0.445,0.01
0,coo.31924073896007,4,0.9989398104978239,0.000618616687380328,0.00044157281479593373
0,coo.31924073896007,5,0.9924421939130917,0.0035527630712305354,0.004005043015678206
0,coo.31924073896007,6,0.9998293474452179,0.00014393221823469696,2.672033654753152e-05
0,coo.31924073896007,7,0.0,0.6475,0.3525
0,coo.31924073896007,8,0.9996429686857797,0.0003303109776728128,2.672033654753152e-05
0,coo.31924073896007,9,0.993885319895111,0.002892759768829765,0.0032219203360597175
0,coo.31924073896007,10,0.9924421939130917,0.0035527630712305354,0.004005043015678206
0,coo.31924073896007,11,0.005,0.97,0.025
0,coo.31924073896007,12,0.9975230229662378,0.001231487409226608,0.001245489624535773
0,coo.31924073896007,13,0.0,0.24667944700183125,0.7533205529981687
0,coo.31924073896007,14,0.9924421939130917,0.0035527630712305354,0.004005043015678206
0,coo.31924073896007,15,0.0,0.10808820189779428,0.8919117981022056
0,coo.31924073896007,16,0.9996428285493227,0.00016409628036650865,0.00019307517031065812
0,coo.31924073896007,17,0.005,0.1540120437430607,0.8409879562569391
0,coo.31924073896007,18,0.9996428285493227,0.00016409628036650865,0.00019307517031065812
0,coo.31924073896007,19,0.0,0.007540925158324111,0.9924590748416757
0,coo.31924073896007,20,0.9996428285493227,0.00016409628036650865,0.00019307517031065812
0,coo.31924098538329,1,0.025,0.595,0.38
0,coo.31924098538329,2,0.9313949948366331,0.003825195474006564,0.06477980968936004
0,coo.31924098538329,3,0.0,0.9797413793103448,0.020258620689655175
0,coo.31924098538329,4,0.85,0.14,0.01
0,coo.31924098538329,5,0.005,0.2242763157894737,0.7707236842105263
0,coo.31924098538329,6,0.005,0.06263913595045797,0.9323608640495419
0,coo.31924098538329,7,0.005,0.269790602999468,0.725209397000532
0,coo.31924098538329,8,0.0,0.97,0.03
0,coo.31924098538329,9,0.0,0.012375778893343504,0.9876242211066564
0,coo.31924098538329,10,0.0,0.005955249806275748,0.9940447501937242
0,coo.31924098538329,11,0.0,0.017128975561323884,0.9828710244386761
0,coo.31924098538329,12,0.0,0.012548179235232026,0.9874518207647679
0,coo.31924098538329,13,0.0,0.0014778826270016357,0.9985221173729982
0,coo.31924098538329,14,0.0,0.006867051548934499,0.9931329484510653
0,coo.31924098538329,15,0.0,0.1362504105090312,0.8637495894909688
0,coo.31924098538329,16,0.0,0.012061056081465658,0.9879389439185343
0,coo.31924098538329,17,2.0242914979757085e-05,0.0020361519837685305,0.9979436051012516
0,coo.31924098538329,18,0.0,0.022177678316289758,0.9778223216837101
0,coo.31924098538329,19,0.0,0.024566013483566813,0.9754339865164333
0,coo.31924098538329,20,0.0,0.0030874881053301884,0.9969125118946698
0,inu.30000117802359,1,0.5316666666666667,0.19833333333333333,0.27
0,inu.30000117802359,2,0.9926704019735437,0.0011635633054695998,0.006166034720986806
0,inu.30000117802359,3,0.9924421939130917,0.0035527630712305354,0.004005043015678206
0,inu.30000117802359,4,0.9930093586777206,0.0009680645452178356,0.006022576777061572
0,inu.30000117802359,5,0.9996429686857797,0.0003303109776728128,2.672033654753152e-05
0,inu.30000117802359,6,0.9930093586777206,0.0009680645452178356,0.006022576777061572
0,inu.30000117802359,7,0.9924421939130917,0.0035527630712305354,0.004005043015678206
0,inu.30000117802359,8,0.9930093586777206,0.0009680645452178356,0.006022576777061572
0,inu.30000117802359,9,0.9996429686857797,0.0003303109776728128,2.672033654753152e-05
0,inu.30000117802359,10,0.9998774243682946,9.585529515777388e-05,2.672033654753152e-05
0,inu.30000117802359,11,0.9922902444524957,0.00710611213403365,0.0006036434134706085
0,inu.30000117802359,12,0.9989398104978239,0.000618616687380328,0.00044157281479593373
0,inu.30000117802359,13,0.1,0.105,0.795
0,inu.30000117802359,14,0.0,0.8498076923076923,0.1501923076923077
0,inu.30000117802359,15,0.03,0.716375,0.253625
0,inu.30000117802359,16,0.23583333333333337,0.4125,0.35166666666666674
0,inu.30000117802359,17,0.02,0.966093137254902,0.013906862745098038
0,inu.30000117802359,18,0.005,0.6181369047619047,0.3768630952380952
0,inu.30000117802359,19,0.0,0.98,0.02
0,inu.30000117802359,20,0.04,0.015025817276794622,0.9449741827232054
0,inu.39000001168165,1,0.0,0.065,0.935
0,inu.39000001168165,2,0.935,0.055,0.01
0,inu.39000001168165,3,0.06,0.803125,0.136875
0,inu.39000001168165,4,0.015,0.541,0.444
0,inu.39000001168165,5,0.0,0.97875,0.02125
0,inu.39000001168165,6,0.0,0.99,0.01
0,inu.39000001168165,7,0.001725864739287558,0.021407206040948354,0.976866929219764
0,inu.39000001168165,8,3.324468085106383e-06,0.0029030361621173893,0.9970936393697974
0,inu.39000001168165,9,0.00015151515151515152,0.5219617249467753,0.47788675990170953
0,inu.39000001168165,10,0.9989951028078842,0.0005235265190120393,0.00048137067310387207
0,inu.39000001168165,11,5.9198072620891415e-05,0.016879294954047296,0.9830615069733319
0,inu.39000001168165,12,0.0,0.08846896058653861,0.9115310394134615
0,inu.39000001168165,13,3.324468085106383e-06,0.028068151948656295,0.9719285235832587
0,inu.39000001168165,14,0.9924421939130917,0.0035527630712305354,0.004005043015678206
0,inu.39000001168165,15,0.0,0.048197567729387415,0.9518024322706125
0,inu.39000001168165,16,0.9996428285493227,0.00016409628036650865,0.00019307517031065812
0,inu.39000001168165,17,3.355704697986577e-05,0.026852565450114285,0.9731138775029059
0,inu.39000001168165,18,0.0,0.005215348433649807,0.99478465156635
0,inu.39000001168165,19,3.324468085106383e-06,0.005658945360437215,0.9943377301714775
0,inu.39000001168165,20,0.0,0.0001549981352015673,0.9998450018647985
0,mdp.39015028686320,1,0.9955165789591846,0.002387075721139627,0.0020963453196759423
0,mdp.39015028686320,2,0.9975400465781721,0.00048596482679702903,0.0019739885950309276
0,mdp.39015028686320,3,0.9996429686857797,0.0003303109776728128,2.672033654753152e-05
0,mdp.39015028686320,4,0.9989951028078842,0.0005235265190120393,0.00048137067310387207
0,mdp.39015028686320,5,0.035,0.96,0.005
0,mdp.39015028686320,6,0.9993828729736944,0.0004660252884714675,0.00015110173783429185
0,mdp.39015028686320,7,0.0025,0.9921875,0.0053125
0,mdp.39015028686320,8,0.0,0.875,0.125
0,mdp.39015028686320,9,0.005,0.9849626865671641,0.010037313432835822
0,mdp.39015028686320,10,0.035,0.775,0.19
0,mdp.39015028686320,11,0.0,1.0,0.0
0,mdp.39015028686320,12,0.0,0.99,0.01
0,mdp.39015028686320,13,0.0,0.7394047619047619,0.2605952380952381
0,mdp.39015028686320,14,0.0002,0.8588,0.141
0,mdp.39015028686320,15,0.0,0.011677463416612594,0.9883225365833874
0,mdp.39015028686320,16,3.324468085106383e-06,0.00010530712081963225,0.9998913684110952
0,mdp.39015028686320,17,3.324468085106383e-06,5.81179744595449e-05,0.9999385575574553
0,mdp.39015028686320,18,3.324468085106383e-06,0.00012677082791971562,0.9998699047039951
0,mdp.39015028686320,19,3.324468085106383e-06,0.005077257483364632,0.9949194180485502
0,mdp.39015028686320,20,0.0,0.00015247338028753215,0.9998475266197124
0,mdp.39015058723985,1,0.0265,0.28279166666666666,0.6907083333333333
0,mdp.39015058723985,2,0.9975400465781721,0.00048596482679702903,0.0019739885950309276
0,mdp.39015058723985,3,0.7214477931488801,0.2615522068511199,0.017
0,mdp.39015058723985,4,0.17,0.11,0.72
0,mdp.39015058723985,5,0.005,0.99,0.005
0,mdp.39015058723985,6,0.01,0.8672222222222223,0.12277777777777779
0,mdp.39015058723985,7,0.0,0.97,0.03
0,mdp.39015058723985,8,0.015,0.935,0.05
0,mdp.39015058723985,9,0.0,0.97,0.03
0,mdp.39015058723985,10,0.0,0.9693333333333334,0.030666666666666665
0,mdp.39015058723985,11,0.0,0.99,0.01
0,mdp.39015058723985,12,0.005,0.935,0.06
0,mdp.39015058723985,13,0.005,0.043047975575103446,0.9519520244248965
0,mdp.39015058723985,14,0.0,0.0002168870474067892,0.9997831129525931
0,mdp.39015058723985,15,3.324468085106383e-06,0.006380472350849626,0.9936162031810651
0,mdp.39015058723985,16,0.0,0.0002234154739948157,0.999776584526005
0,mdp.39015058723985,17,3.324468085106383e-06,0.051767706136265766,0.9482289693956492
0,mdp.39015058723985,18,0.0,0.02350917533447883,0.9764908246655212
0,mdp.39015058723985,19,0.0,0.0003296475885105018,0.9996703524114895
0,mdp.39015058723985,20,3.324468085106383e-06,0.002166976849815058,0.9978296986820996
0,mdp.39015058747786,1,0.5370302717723279,0.33872412934449964,0.12424559888317238
0,mdp.39015058747786,2,0.91,0.07,0.02
0,mdp.39015058747786,3,0.545,0.445,0.01
0,mdp.39015058747786,4,0.9998774243682946,9.585529515777388e-05,2.672033654753152e-05
0,mdp.39015058747786,5,0.005,0.945,0.05
0,mdp.39015058747786,6,0.9924421939130917,0.0035527630712305354,0.004005043015678206
0,mdp.39015058747786,7,0.0,0.975,0.025
0,mdp.39015058747786,8,0.9996428285493227,0.00016409628036650865,0.00019307517031065812
0,mdp.39015058747786,9,0.015,0.8647272727272727,0.12027272727272727
0,mdp.39015058747786,10,0.0,0.9097272727272727,0.09027272727272727
0,mdp.39015058747786,11,0.0,0.011544528766936277,0.9884554712330638
0,mdp.39015058747786,12,0.0,0.06092349796285022,0.9390765020371495
0,mdp.39015058747786,13,3.324468085106383e-06,0.0008799351660284025,0.9991167403658865
0,mdp.39015058747786,14,0.9998774243682946,9.585529515777388e-05,2.672033654753152e-05
0,mdp.39015058747786,15,0.0,0.935,0.065
0,mdp.39015058747786,16,0.0,0.92,0.08
0,mdp.39015058747786,17,0.0,0.985,0.015
0,mdp.39015058747786,18,0.0,0.985,0.015
0,mdp.39015058747786,19,0.0,0.98,0.02
